,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
13790,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, <=50K
13791,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Widowed, Other-service, Other-relative, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13792,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Craft-repair, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13793,Young, Private,">375,000 and <=750,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13794,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13795,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13796,Middle-Aged, Federal-gov,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
13797,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13798,Old, Private,"<=375,000", Some-college,8-12, Divorced, Machine-op-inspct, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13799,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13800,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13801,Middle-Aged, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13802,Young, Private,"<=375,000", 10th,4-8, Divorced, Handlers-cleaners, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13803,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13804,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13805,Middle-Aged, Self-emp-inc,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13806,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13807,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13808,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13809,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13810,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Wife, White, Female,No Gain,No Loss,0-20hrs, United-States, >50K
13811,Old, Local-gov,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13812,Young, Private,"<=375,000", 10th,4-8, Never-married, Sales, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13813,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,Medium Gain,No Loss,40-60hrs, United-States, >50K
13814,Young, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13815,Middle-Aged,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13816,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Separated, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13817,Middle-Aged, Private,"<=375,000", 5th-6th,0-4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs,, <=50K
13818,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Craft-repair, Own-child, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13819,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13820,Old, Private,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs,, <=50K
13821,Middle-Aged, Private,"<=375,000", 10th,4-8, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Vietnam, <=50K
13822,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13823,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13824,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13825,Middle-Aged, Self-emp-not-inc,"<=375,000", 10th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13826,Old, Private,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, Black, Male,No Gain,No Loss,40-60hrs,, <=50K
13827,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,No Gain,Appreciable Loss,20-40hrs,, <=50K
13828,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13829,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13830,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Tech-support, Not-in-family, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
13831,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13832,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Puerto-Rico, <=50K
13833,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13834,Young, Private,"<=375,000", 5th-6th,0-4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
13835,Young, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13836,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
13837,Middle-Aged, Federal-gov,">375,000 and <=750,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13838,Young, State-gov,"<=375,000", Some-college,8-12, Never-married, Tech-support, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13839,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13840,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Sales, Husband, Black, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
13841,Middle-Aged, Federal-gov,"<=375,000", Prof-school,12-16, Divorced, Prof-specialty, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13842,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13843,Middle-Aged,,"<=375,000", HS-grad,8-12, Separated,, Not-in-family, Asian-Pac-Islander, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13844,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, Mexico, <=50K
13845,Old,,"<=375,000", Bachelors,12-16, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13846,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13847,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13848,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13849,Middle-Aged, Private,"<=375,000", 11th,4-8, Never-married, Machine-op-inspct, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, Dominican-Republic, <=50K
13850,Middle-Aged, Private,"<=375,000", 5th-6th,0-4, Divorced, Priv-house-serv, Unmarried, White, Female,No Gain,No Loss,20-40hrs, Mexico, <=50K
13851,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13852,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Never-married, Other-service, Other-relative, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13853,Young, Private,"<=375,000", Some-college,8-12, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13854,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
13855,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13856,Old, Self-emp-not-inc,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13857,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13858,Middle-Aged, Private,"<=375,000", Doctorate,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,80-100, France, >50K
13859,Middle-Aged, Self-emp-not-inc,">375,000 and <=750,000", HS-grad,8-12, Never-married, Craft-repair, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13860,Young, Private,"<=375,000", Assoc-acdm,8-12, Never-married, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13861,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13862,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, India, >50K
13863,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13864,Middle-Aged, Local-gov,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
13865,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Other-service, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13866,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13867,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13868,Old, Self-emp-not-inc,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13869,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13870,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13871,Old, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
13872,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Other-relative, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13873,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13874,Middle-Aged, Private,"<=375,000", Masters,12-16, Divorced, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13875,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13876,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13877,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, Germany, <=50K
13878,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13879,Old, Self-emp-not-inc,"<=375,000", 10th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13880,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13881,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13882,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Sales, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13883,Middle-Aged, Private,"<=375,000", Masters,12-16, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13884,Old,,"<=375,000", HS-grad,8-12, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13885,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13886,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13887,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,No Gain,No Loss,20-40hrs, Nicaragua, <=50K
13888,Old, Federal-gov,"<=375,000", 11th,4-8, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, Canada, <=50K
13889,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13890,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Philippines, <=50K
13891,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13892,Old, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13893,Young, Private,"<=375,000", 11th,4-8, Never-married, Priv-house-serv, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13894,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13895,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
13896,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,High Gain,No Loss,20-40hrs, United-States, >50K
13897,Young, Private,"<=375,000", Masters,12-16, Never-married, Priv-house-serv, Not-in-family, White, Female,No Gain,No Loss,40-60hrs,, <=50K
13898,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13899,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,40-60hrs, Canada, >50K
13900,Middle-Aged, Private,">375,000 and <=750,000", Assoc-acdm,8-12, Never-married, Craft-repair, Own-child, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13901,Old, Self-emp-inc,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13902,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13903,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13904,Middle-Aged, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13905,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
13906,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13907,Middle-Aged, Private,"<=375,000", 11th,4-8, Divorced, Other-service, Unmarried, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
